"huc12","name","tohuc","HS_SepCnt","HS_SepDn","MS_SepCnt","MS_SepDn","LS_SepCnt","LS_SepDn","AREA_SQKM"
"'120902010105","Headwaters Cherokee Creek","'120902010106",50,0.5,50,0.5,50,0.5,99.975
"'170102100305","Upper Logan Creek","'170102100306",2,0.018,2,0.018,2,0.018,108.355
"'170401050101","Cedar Creek-Salt River","'170401050105",34,0.337,34,0.337,34,0.337,100.857
"'170501070105","Headwaters West Little Owyhee River","'170501070106",2,0.019,2,0.019,2,0.019,104.345
"'140401010504","Lower South Cottonwood Creek","'140401010505",9,0.099,9,0.099,9,0.099,91.135
"'170401010207","Forest Creek-Snake River","'170401010402",0,0,0,0,0,0,122.318
"'170401050102","Cottonwood Creek","'170401050105",116,1.242,116,1.242,116,1.242,93.401
"'170401010101","De Lacy Creek","'170401010102",0,0,0,0,0,0,58.818
"'170501041004","Freshwater Draw-Battle Creek","'170501041205",0,0,0,0,0,0,58.023
"'170401010102","Shoshone Lake","'170401010103",0,0,0,0,0,0,161
"'120800020701","Upper Willow Creek","'120800020703",70,0.424,70,0.424,70,0.424,164.983
"'170401010103","Upper Lewis River","'170401010104",0,0,0,0,0,0,136.287
"'120800020606","Little Sulphur Creek","'120800020607",63,1.171,63,1.171,63,1.171,53.82
"'170401010104","Lower Lewis River","'170401010207",0,0,0,0,0,0,87.289
"'120902050403","Gatlin Creek-Onion Creek","'120902050404",1373,16.213,1373,16.213,1373,16.213,84.686
"'170501220801","Cherry Gulch-Little Willow Creek","'170501220802",1,0.015,1,0.015,1,0.015,68.718
"'170501220704","Sucker Creek-Big Willow Creek","'170501220705",3,0.042,3,0.042,3,0.042,70.666
"'170501220705","Sheep Gulch-Big Willow Creek","'170501220706",4,0.056,4,0.056,4,0.056,70.868
"'170501220706","Stone Quarry Gulch-Big Willow Creek","'170501220904",9,0.135,9,0.135,9,0.135,66.605
"'120901050407","Horse Creek-Concho River","'120901060104",179,2.417,179,2.417,179,2.417,74.072
"'170501220802","Paddock Reservoir","'170501220804",4,0.082,4,0.082,4,0.082,48.693
"'170501220803","Indian Creek","'170501220804",1,0.019,1,0.019,1,0.019,51.758
"'170501220804","Linson Creek-Little Willow Creek","'170501220805",10,0.158,10,0.158,10,0.158,63.194
"'170501220805","Alkali Creek-Little Willow Creek","'170501220806",22,0.276,22,0.276,22,0.276,79.593
"'170501220806","Rock Quarry Gulch-Little Willow Creek","'170501220904",48,0.556,48,0.556,48,0.556,86.394
"'170501220901","Bissel Creek","'170501220903",43,0.614,43,0.614,43,0.614,70.06
"'170501220902","Sand Hollow","'170501220903",11,0.24,11,0.24,11,0.24,45.898
"'170501220903","Sevenmile Slough-Payette River","'170501220904",2387,7.071,3420,10.131,3420,10.131,337.562
"'170501220904","Big Willow Creek-Payette River","'170501220905",924,5.174,924,5.174,924,5.174,178.583
"'120901060101","Headwaters Grape Creek","'120901060104",58,0.431,58,0.431,58,0.431,134.621
"'170501220905","Forty-nine Slough-Payette River","'170501150204",913,10.635,913,10.635,1568,18.265,85.848
"'170501230101","Headwaters North Fork Payette River","'170501230104",0,0,0,0,0,0,45.487
"'170501230103","Fisher Creek","'170501230105",0,0,0,0,0,0,46.853
"'170501230104","Brush Creek-North Fork Payette River","'170501230105",0,0,0,0,0,0,87.054
"'170501230105","Box Creek-North Fork Payette River","'170501230106",4,0.079,4,0.079,4,0.079,50.829
"'170501230106","Payette Lake","'170501230204",2303,22.503,2303,22.503,2303,22.503,102.341
"'100800080705","Upper Sand Creek","'100800080706",0,0,0,0,0,0,132.297
"'100800080706","Lower Sand Creek","'100800080707",1,0.01,1,0.01,1,0.01,103.114
"'100800090203","Venus Creek-Greybull River","'100800090206",0,0,0,0,0,0,97.082
"'100800090202","Anderson Creek","'100800090203",0,0,0,0,0,0,78.016
"'100800090206","Warhouse Creek-Greybull River","'100800090208",0,0,0,0,0,0,46.873
"'100800090204","Jack Creek","'100800090206",1,0.017,1,0.017,1,0.017,57.759
"'100800090205","Piney Creek","'100800090206",0,0,0,0,0,0,43.318
"'100800090208","Four Bear Creek-Greybull River","'100800090210",4,0.057,4,0.057,4,0.057,70.669
"'170501041103","Clay Bottom Reservoir-Piute Creek","'170501041702",0,0,0,0,0,0,74.287
"'140402000701","Government Reservoir","'140402000703",19,0.211,19,0.211,19,0.211,89.878
"'140402000702","Coal Bank Lake","'CLOSED BASIN",2,0.108,2,0.108,2,0.108,18.496
"'170102100508","Whitefish River-Whitefish","'170102100509",1243,20.412,1243,20.412,1790,29.395,60.895
"'120901060102","Spring Creek-Elm Creek","'120901060103",50,0.434,50,0.434,50,0.434,115.321
"'170501160803","Indian Creek","'170501160804",5,0.031,5,0.031,5,0.031,162.646
"'170501160705","Winnemucca Creek-Malheur River","'170501161401",1,0.015,1,0.015,1,0.015,65.865
"'170102100306","Middle Logan Creek","'170102100308",27,0.445,27,0.445,27,0.445,60.696
"'170501160801","Standcliff Creek","'170501160802",5,0.039,5,0.039,5,0.039,127.405
"'170501160802","Camp Creek","'170501160803",2,0.015,2,0.015,2,0.015,136.549
"'170501160804","South Fork Reservoir-South Fork Malheur River","'170501160806",3,0.028,3,0.028,3,0.028,107.695
"'170501160805","Deadman Creek","'170501160806",1,0.008,1,0.008,1,0.008,125.851
"'101800070703","McKenzie Draw","'101800070704",5,0.054,5,0.054,5,0.054,92.652
"'170401050105","Willow Creek-Salt River","'170401050205",485,4.206,485,4.206,485,4.206,115.302
"'101800070701","Jim Hill Draw","'CLOSED BASIN",1,0.02,1,0.02,1,0.02,51.226
"'120800020605","Sulphur Creek","'120800020607",233,2.222,233,2.222,233,2.222,104.854
"'120800020607","Lower Deep Creek","'120800021001",212,2.139,212,2.139,212,2.139,99.123
"'120902050402","South Onion Creek","'120902050403",255,4.112,255,4.112,255,4.112,62.009
"'170501070106","Upper West Little Owyhee River","'170501070107",0,0,0,0,0,0,127.139
"'140401010501","Upper North Cottonwood Creek","'140401010502",4,0.027,4,0.027,4,0.027,148.415
"'170501070107","Middle West Little Owyhee River","'170501070108",0,0,0,0,0,0,139.847
"'170102030205","Hogum Creek","'170102030206",30,0.971,30,0.971,30,0.971,30.894
"'140401010502","Lower North Cottonwood Creek","'140401010505",11,0.076,11,0.076,11,0.076,145.285
"'170501070108","Lower West Little Owyhee River","'170501070503",0,0,0,0,0,0,31.672
"'140401010505","Ball Island-Cottonwood Creek","'140401010705",8,0.071,8,0.071,8,0.071,112.033
"'100800090212","Pappapau Creek-Greybull River","'100800090304",19,0.238,19,0.238,19,0.238,79.847
"'100800090207","Pickett Creek","'100800090208",1,0.014,1,0.014,1,0.014,73.166
"'100800090210","Rose Creek-Greybull River","'100800090212",9,0.051,9,0.051,9,0.051,174.846
"'100800090209","Francs Fork","'100800090210",1,0.009,1,0.009,1,0.009,106.06
"'100800090211","Sunshine Creek","'100800090212",7,0.094,7,0.094,7,0.094,74.19
"'100800090101","Upper Wood River","'100800090105",7,0.051,7,0.051,7,0.051,136.521
"'140401010602","Upper Alkali Creek","'140401010605",1,0.009,1,0.009,1,0.009,108.508
"'100800090102","Middle Fork Wood River","'100800090105",0,0,0,0,0,0,95.647
"'100800090103","South Fork Wood River","'100800090105",0,0,0,0,0,0,143.999
"'100800090104","Dick Creek","'100800090105",3,0.059,3,0.059,3,0.059,50.771
"'100800090301","Rawhide Creek","'100800090304",8,0.074,8,0.074,8,0.074,108.639
"'100800090304","Iron Creek-Greybull River","'100800090305",313,3.248,313,3.248,313,3.248,96.37
"'100800090302","Spring Creek","'100800090304",23,0.326,23,0.326,23,0.326,70.454
"'100800090303","Meeteetse Creek","'100800090304",40,0.253,40,0.253,40,0.253,158.109
"'100800090305","Cottonwood Creek-Greybull River","'100800090401",19,0.182,19,0.182,19,0.182,104.641
"'100800090401","Blackstone Gulch-Greybull River","'100800090403",19,0.12,19,0.12,19,0.12,158.355
"'140401010605","Lower Alkali Creek","'140401010909",0,0,0,0,0,0,105.818
"'170501230204","Hartsell Creek-North Fork Payette River","'170501230208",2044,22.205,2044,22.205,2044,22.205,92.05
"'170102030204","Lower Alice Creek","'170102030206",7,0.148,7,0.148,7,0.148,47.36
"'170401010401","Polecat Creek","'170401010402",2,0.031,2,0.031,2,0.031,63.564
"'140402000703","Echo Springs","'140402000704",16,0.186,16,0.186,16,0.186,86.077
"'170401010406","Upper Jackson Lake","'170401010409",71,0.432,71,0.432,71,0.432,164.324
"'170501230203","Little Payette Lake","'170501230206",10,0.222,10,0.222,10,0.222,45.079
"'100800090403","Fenton Draw-Greybull River","'100800090404",39,0.239,39,0.239,39,0.239,163.235
"'170102110102","Headwaters Swan River","'170102110106",52,0.474,52,0.474,52,0.474,109.675
"'140401011304","Anderson Canyon","'140401011305",2,0.031,2,0.031,2,0.031,64.329
"'140402000705","Latham Draw","'140402000707",163,0.939,163,0.939,163,0.939,173.625
"'170501041201","Antelope Spring","'170501041202",0,0,0,0,0,0,41.189
"'170102100509","Whitefish River-Motichka Creek","'170102080205",1697,25.078,1699,25.108,1803,26.645,67.668
"'170501160806","Pole Creek-South Fork Malheur River","'170501161002",1,0.021,1,0.021,1,0.021,47.465
"'170102110101","Beaver Creek","'170102110102",21,0.329,21,0.329,21,0.329,63.757
"'101800070705","Soda Lake","'CLOSED BASIN",641,10.609,641,10.609,641,10.609,60.422
"'170501041204","The Tules-Owyhee River","'170501041205",1,0.012,1,0.012,1,0.012,85.562
"'170501041202","Holdup Canyon-Owyhee River","'170501041204",0,0,0,0,0,0,119.917
"'170501041203","Yatahoney Creek","'170501041204",0,0,0,0,0,0,99.445
"'120800020703","Lower Willow Creek","'120800020704",51,0.647,51,0.647,51,0.647,78.82
"'170501041205","White Rock Reservoir-Owyhee River","'170501041702",0,0,0,0,0,0,57.309
"'170501041301","Hurry Back Creek","'170501041302",2,0.024,2,0.024,2,0.024,84.404
"'170501041302","Nip and Tuck Creek","'170501041305",0,0,0,0,0,0,43.465
"'170501041303","Stoneman Creek","'170501041305",0,0,0,0,0,0,58.078
"'170501041304","Nickel Creek","'170501041305",2,0.014,2,0.014,2,0.014,140.643
"'170501041305","Jackass Creek-Deep Creek","'170501041602",1,0.014,1,0.014,1,0.014,70.045
"'170501041401","Upper Pole Creek","'170501041403",3,0.037,3,0.037,3,0.037,80.155
"'170501041402","Camas Creek","'170501041403",1,0.012,1,0.012,1,0.012,83.479
"'120902050404","Yorks Creek-Onion Creek","'120902050405",1476,16.228,1476,16.228,1476,16.228,90.955
"'170501041403","Lower Pole Creek","'170501041602",1,0.01,1,0.01,1,0.01,103.671
"'170501041501","Upper Dickshooter Creek","'170501041502",1,0.008,1,0.008,1,0.008,118.405
"'120902050405","Mustang Branch-Onion Creek","'120902050407",1446,13.146,2148,19.528,2490,22.637,109.996
"'101800070706","McPherson Draw","'CLOSED BASIN",260,0.952,260,0.952,260,0.952,272.989
"'120901060103","Bull Hollow Branch-Elm Creek","'120901060104",49,0.509,49,0.509,49,0.509,96.359
"'170501160901","Upper Crane Creek","'170501160904",10,0.062,10,0.062,10,0.062,161.059
"'170501160902","Beaver Creek","'170501160904",1,0.016,1,0.016,1,0.016,63.981
"'101800070702","Pratts Soda Lakes","'CLOSED BASIN",25,0.391,25,0.391,25,0.391,63.982
"'101800071304","Mountain Home Number 1 Reservoir-North Platte River","'101800071307",29,0.223,29,0.223,29,0.223,130.037
"'101800071301","Upper Cole Creek","'101800071302",2,0.027,2,0.027,2,0.027,74.809
"'120800020702","Bluff Creek","'120800020704",166,1.433,166,1.433,166,1.433,115.86
"'120901060104","Grape Creek-Colorado River","'120901060108",194,1.792,194,1.792,194,1.792,108.281
"'170401050104","Swift Creek","'170401050105",349,3.556,966,9.841,966,9.841,98.156
"'170501021207","Lower Buck Flat Draw","'170501021208",1,0.008,1,0.008,1,0.008,130.139
"'170401050103","Dry Creek","'170401050105",28,0.514,32,0.587,32,0.587,54.504
"'170501021208","Lower Clover Creek","'170501021306",0,0,0,0,0,0,142.508
"'020700070303","Furnace Run-Shenandoah River","'020700070304",1076,28.424,1498,39.572,1498,39.572,37.855
"'020700070304","Flowing Springs Run-Shenandoah River","'020700080202",1832,23.709,2793,36.146,2793,36.146,77.271
"'140401010603","Granite Reservoir","'140401010605",0,0,0,0,0,0,49.45
"'170102030302","Poorman Creek","'170102030308",85,0.814,85,0.814,85,0.814,104.387
"'140401010604","North Alkali Draw","'140401010605",0,0,0,0,0,0,64.428
"'170401010403","Berry Creek","'170401010404",0,0,0,0,0,0,95.392
"'170401010404","Moose Creek","'170401010406",0,0,0,0,0,0,64.924
"'170501070201","Upper Antelope Creek","'170501070205",4,0.028,4,0.028,4,0.028,143.697
"'170501070202","Upper Pole Creek","'170501070204",1,0.01,1,0.01,1,0.01,105.205
"'100800090402","Willow Creek","'100800090403",7,0.089,7,0.089,7,0.089,79.054
"'100800090404","Webster Creek-Greybull River","'100800090406",284,1.765,284,1.765,284,1.765,160.884
"'100800090405","Dorsey Creek","'100800090406",33,0.267,33,0.267,33,0.267,123.656
"'100800100101","Willett Creek-Shell Creek","'100800100103",0,0,0,0,0,0,152.543
"'100800100103","Granite Creek-Shell Creek","'100800100107",0,0,0,0,0,0,110.971
"'100800100102","Cedar Creek","'100800100103",0,0,0,0,0,0,74.212
"'100800100107","Cottonwood Creek-Shell Creek","'100800100205",129,1.134,129,1.134,129,1.134,113.749
"'140402000707","Town of Frewen-Frewen Lake","'CLOSED BASIN",20,0.232,20,0.232,20,0.232,86.222
"'100800100104","White Creek","'100800100107",10,0.124,10,0.124,10,0.124,80.629
"'100800100105","Trapper Creek","'100800100107",34,0.199,34,0.199,34,0.199,171.077
"'170102110103","Holland Lake","'170102110106",40,0.681,40,0.681,40,0.681,58.744
"'100800100106","Horse Creek","'100800100107",9,0.143,9,0.143,9,0.143,62.949
"'100800100201","Red Gulch","'100800100205",9,0.072,9,0.072,9,0.072,124.399
"'100800100205","Herren Gulch-Shell Creek","'100800100206",69,0.532,69,0.532,69,0.532,129.588
"'100800100202","Upper Beaver Creek","'100800100203",24,0.18,24,0.18,24,0.18,133.236
"'100800100203","Lower Beaver Creek","'100800100205",13,0.157,13,0.157,13,0.157,82.835
"'100800100204","Sheldon Gulch","'100800100205",13,0.111,13,0.111,13,0.111,117.616
"'170101011505","Cedar Creek-Kootenai River","'170101011707",849,6.438,849,6.438,849,6.438,131.871
"'170101011502","Parmenter Creek","'170101011505",16,0.34,16,0.34,16,0.34,47.123
"'170101011503","Bobtail Creek","'170101011505",63,1.113,63,1.113,63,1.113,56.584
"'170101011504","Quartz Creek","'170101011505",10,0.108,10,0.108,10,0.108,92.825
"'170501230207","Boulder Creek","'170501230208",952,6.743,952,6.743,952,6.743,141.184
"'120800080106","North Gasconades Creek","'120800080107",13,0.116,13,0.116,13,0.116,112.046
"'170102110104","Kraft Creek","'170102110105",1,0.01,1,0.01,1,0.01,100.306
"'170501160904","Lower Crane Creek","'170501161002",2,0.059,2,0.059,2,0.059,34.011
"'170501041502","Lower Dickshooter Creek","'170501041605",0,0,0,0,0,0,78.919
"'170501230205","Mud Creek","'170501230206",486,11.162,486,11.162,486,11.162,43.539
"'170501230208","Poison Creek-North Fork Payette River","'170501230400",618,8.358,618,8.358,618,8.358,73.938
"'170501230301","Upper Kennally Creek","'170501230303",0,0,0,0,0,0,52.851
"'170501230302","Rapid Creek","'170501230303",26,0.435,26,0.435,26,0.435,59.74
"'170501230303","Lower Kennally Creek","'170501230306",6,0.077,6,0.077,6,0.077,77.729
"'170501230306","Lower Gold Fork River","'170501230400",302,3.662,302,3.662,302,3.662,82.473
"'170501230400","Duck Creek-Cascade Reservoir","'170501230503",1107,4.917,1107,4.917,1107,4.917,225.142
"'170501230501","Upper Big Creek","'170501230504",6,0.057,6,0.057,6,0.057,105.878
"'170501230502","Beaver Creek","'170501230503",48,0.868,48,0.868,48,0.868,55.318
"'170501230503","Pearsol Creek-North Fork Payette River","'170501230507",884,16.013,884,16.013,884,16.013,55.207
"'170501230504","Lower Big Creek","'170501230507",267,3.336,267,3.336,267,3.336,80.048
"'170501230505","Upper Clear Creek","'170501230506",2,0.03,2,0.03,2,0.03,67.681
"'170501230506","Lower Clear Creek","'170501230601",235,3.91,235,3.91,235,3.91,60.095
"'170501230507","Olson Creek-North Fork Payette River","'170501230601",49,1.01,49,1.01,49,1.01,48.507
"'170501230601","Fawn Creek-North Fork Payette River","'170501230603",97,1.346,97,1.346,97,1.346,72.085
"'170501160903","Little Crane Creek","'170501160904",2,0.021,2,0.021,2,0.021,95.657
"'120800020706","Cedar Canyon-Colorado River","'120800021001",25,0.446,25,0.446,25,0.446,56.092
"'170501161001","Swamp Creek","'170501161002",1,0.009,1,0.009,1,0.009,107.62
"'170501161003","Coleman Creek","'170501161004",1,0.013,1,0.013,1,0.013,75.534
"'120800020801","Luther Oil Field","'120800020802",89,0.859,89,0.859,89,0.859,103.637
"'170501161004","McEwen Creek-South Fork Malheur River","'170501161008",4,0.031,4,0.031,4,0.031,129.744
"'120902050408","Williamson Creek-Onion Creek","'120902050409",437,3.589,564,4.632,1525,12.525,121.757
"'140401011109","Birch Creek","'140401011110",28,0.419,28,0.419,28,0.419,66.904
"'140401011001","Headwaters La Barge Creek","'140401011002",1,0.01,1,0.01,1,0.01,105.229
"'120800020705","Canyon Creek","'120800020706",412,2.965,412,2.965,412,2.965,138.973
"'120902050407","Slaughter Creek-Onion Creek","'120902050408",341,2.972,2318,20.203,3558,31.01,114.736
"'170501021301","Big Lake","'170501021306",0,0,0,0,0,0,61.782
"'120902050409","Carson Creek-Colorado River","'120903010107",1971,18.163,2237,20.614,2579,23.765,108.52
"'120901060105","West Fork Mustang Creek-Mustang Creek","'120901060107",97,0.729,97,0.729,97,0.729,133.105
"'170501021302","Twin Butte","'170501021303",0,0,0,0,0,0,64.161
"'140401010909","Ferry Island-Green River","'140401011104",14,0.224,14,0.224,14,0.224,62.4
"'170501021303","Miller Water","'170501021306",0,0,0,0,0,0,141.832
"'140401010901","Upper North Piney Creek","'140401010902",1,0.007,1,0.007,1,0.007,153.076
"'170102050804","Tin Cup Creek","'170102050806",105,0.959,105,0.959,127,1.16,109.482
"'170102050805","Rock Creek","'170102050806",31,0.209,31,0.209,31,0.209,148.52
"'170102110201","Elk Creek","'170102110205",3,0.044,3,0.044,3,0.044,67.899
"'170401010408","Pilgrim Creek","'170401010409",0,0,0,0,0,0,128.532
"'170401010405","Arizona Creek","'170401010406",0,0,0,0,0,0,71.731
"'170401010407","Moran Creek","'170401010409",0,0,0,0,0,0,90.522
"'170501230602","Round Valley Creek","'170501230603",186,2.918,186,2.918,186,2.918,63.737
"'170501230603","Tripod Creek-North Fork Payette River","'170501230604",122,1.412,122,1.412,122,1.412,86.422
"'170501230605","Howell Creek-North Fork Payette River","'170501220104",8,0.14,8,0.14,8,0.14,57.094
"'170501240101","Lost Creek","'170501240103",8,0.078,8,0.078,8,0.078,102.22
"'170501240102","Upper West Fork Weiser River","'170501240103",2,0.031,2,0.031,2,0.031,63.516
"'170501240103","Lower West Fork Weiser River","'170501240205",26,0.486,26,0.486,26,0.486,53.451
"'170501240201","Upper Weiser River","'170501240202",68,0.657,68,0.657,68,0.657,103.494
"'170501240202","Gaylord Creek-Weiser River","'170501240204",27,0.403,27,0.403,27,0.403,66.994
"'170501240203","East Fork Weiser River","'170501240204",2,0.024,2,0.024,2,0.024,84.664
"'170501240204","Warm Springs Creek-Weiser River","'170501240205",105,2.03,105,2.03,105,2.03,51.728
"'170501240205","Mill Creek-Weiser River","'170501240603",707,6.586,707,6.586,707,6.586,107.355
"'170501240301","North Fork Hornet Creek","'170501240303",15,0.132,15,0.132,15,0.132,113.881
"'170501240302","Upper Hornet Creek","'170501240303",31,0.274,31,0.274,31,0.274,113.137
